TIME,GEO,CURRENCY,TAX,UNIT,CONSOM,VALUE
2021-S1,Germany (until 1990 former territory of the FRG),Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0647
2021-S2,Germany (until 1990 former territory of the FRG),Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0692
2022-S1,Germany (until 1990 former territory of the FRG),Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0806
2015-S1,Estonia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0456
2015-S2,Estonia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0384
2016-S1,Estonia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0346
2016-S2,Estonia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0328
2017-S1,Estonia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0418
2017-S2,Estonia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0413
2018-S1,Estonia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0401
2018-S2,Estonia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0425
2019-S1,Estonia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0458
2019-S2,Estonia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0446
2020-S1,Estonia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0441
2020-S2,Estonia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0411
2021-S1,Estonia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0435
2021-S2,Estonia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.075
2022-S1,Estonia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.1106
2015-S1,Ireland,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0673
2015-S2,Ireland,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0724
2016-S1,Ireland,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0652
2016-S2,Ireland,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0678
2017-S1,Ireland,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0632
2017-S2,Ireland,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0649
2018-S1,Ireland,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0632
2018-S2,Ireland,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0761
2019-S1,Ireland,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0683
2019-S2,Ireland,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0764
2020-S1,Ireland,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0669
2020-S2,Ireland,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0701
2021-S1,Ireland,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.062
2021-S2,Ireland,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0783
2022-S1,Ireland,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0847
2015-S1,Greece,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0681
2015-S2,Greece,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.075
2016-S1,Greece,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0564
2016-S2,Greece,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0652
2017-S1,Greece,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.056
2018-S1,Greece,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0532
2018-S2,Greece,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0654
2019-S1,Greece,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0555
2019-S2,Greece,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0587
2020-S1,Greece,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0483
2020-S2,Greece,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0517
2021-S1,Greece,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0449
2021-S2,Greece,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.1014
2022-S1,Greece,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0821
2015-S1,Spain,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0731
2015-S2,Spain,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0956
2016-S1,Spain,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0677
2016-S2,Spain,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0857
2017-S1,Spain,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0667
2017-S2,Spain,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0865
2018-S1,Spain,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0665
2018-S2,Spain,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0875
2019-S1,Spain,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0736
2019-S2,Spain,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.1021
2020-S1,Spain,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0718
2020-S2,Spain,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.089
2021-S1,Spain,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0691
2021-S2,Spain,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.1082
2022-S1,Spain,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0897
2015-S1,France,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0701
2015-S2,France,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0733
2016-S1,France,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.065
2016-S2,France,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0676
2017-S1,France,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0639
2017-S2,France,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0695
2018-S1,France,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0665
2018-S2,France,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0763
2019-S1,France,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0738
2019-S2,France,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0839
2020-S1,France,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.072
2020-S2,France,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0751
2021-S1,France,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0691
2021-S2,France,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0788
2022-S1,France,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.085
2015-S1,Croatia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0473
2015-S2,Croatia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0459
2016-S1,Croatia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0428
2016-S2,Croatia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.037
2017-S1,Croatia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0359
2017-S2,Croatia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0366
2018-S1,Croatia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0368
2018-S2,Croatia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.036
2019-S1,Croatia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0375
2019-S2,Croatia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0406
2020-S1,Croatia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0389
2020-S2,Croatia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0377
2021-S1,Croatia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0374
2021-S2,Croatia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0398
2022-S1,Croatia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0412
2015-S1,Italy,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0766
2015-S2,Italy,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0905
2016-S1,Italy,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0731
2016-S2,Italy,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0838
2017-S1,Italy,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0704
2017-S2,Italy,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0874
2018-S1,Italy,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0714
2018-S2,Italy,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0951
2019-S1,Italy,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0769
2019-S2,Italy,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0934
2020-S1,Italy,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0728
2020-S2,Italy,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0897
2021-S1,Italy,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0703
2021-S2,Italy,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.1005
2022-S1,Italy,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0986
2015-S1,Latvia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0496
2015-S2,Latvia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0485
2016-S1,Latvia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0424
2016-S2,Latvia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0406
2017-S1,Latvia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0378
2017-S2,Latvia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0393
2018-S1,Latvia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0385
2018-S2,Latvia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.045
2019-S1,Latvia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0446
2019-S2,Latvia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0351
2020-S1,Latvia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0315
2020-S2,Latvia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.028
2021-S1,Latvia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0297
2021-S2,Latvia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0432
2022-S1,Latvia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0462
2015-S1,Lithuania,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0423
2015-S2,Lithuania,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0436
2016-S1,Lithuania,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0413
2016-S2,Lithuania,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0387
2017-S1,Lithuania,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0365
2017-S2,Lithuania,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0395
2018-S1,Lithuania,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0399
2018-S2,Lithuania,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0405
2019-S1,Lithuania,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.045
2019-S2,Lithuania,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0406
2020-S1,Lithuania,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0361
2020-S2,Lithuania,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0295
2021-S1,Lithuania,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0279
2021-S2,Lithuania,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.041
2022-S1,Lithuania,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0587
2015-S1,Luxembourg,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0496
2015-S2,Luxembourg,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0482
2016-S1,Luxembourg,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0454
2016-S2,Luxembourg,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0418
2017-S1,Luxembourg,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0418
2017-S2,Luxembourg,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0398
2018-S1,Luxembourg,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0411
2018-S2,Luxembourg,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0429
2019-S1,Luxembourg,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0448
2019-S2,Luxembourg,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0414
2020-S1,Luxembourg,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0412
2020-S2,Luxembourg,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0366
2021-S1,Luxembourg,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0438
2021-S2,Luxembourg,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0639
2022-S1,Luxembourg,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0856
2015-S1,Hungary,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0353
2015-S2,Hungary,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0352
2016-S1,Hungary,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0344
2016-S2,Hungary,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.036
2017-S1,Hungary,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0352
2017-S2,Hungary,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0365
2018-S1,Hungary,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0358
2018-S2,Hungary,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0347
2019-S1,Hungary,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0346
2019-S2,Hungary,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0334
2020-S1,Hungary,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0319
2020-S2,Hungary,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0308
2021-S1,Hungary,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0307
2021-S2,Hungary,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0305
2022-S1,Hungary,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0291
2015-S1,Netherlands,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0756
2015-S2,Netherlands,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0803
2016-S1,Netherlands,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0779
2016-S2,Netherlands,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0808
2017-S1,Netherlands,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0763
2017-S2,Netherlands,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0815
2018-S1,Netherlands,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0815
2018-S2,Netherlands,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0861
2019-S1,Netherlands,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0921
2019-S2,Netherlands,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0965
2020-S1,Netherlands,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0995
2020-S2,Netherlands,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.101
2021-S1,Netherlands,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0961
2021-S2,Netherlands,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.1097
2022-S1,Netherlands,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.1244
2015-S1,Austria,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.073
2015-S2,Austria,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0711
2016-S1,Austria,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.069
2016-S2,Austria,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0674
2017-S1,Austria,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0674
2017-S2,Austria,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0698
2018-S1,Austria,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0669
2018-S2,Austria,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0701
2019-S1,Austria,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.066
2019-S2,Austria,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0674
2020-S1,Austria,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0648
2020-S2,Austria,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0656
2021-S1,Austria,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0636
2021-S2,Austria,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0695
2022-S1,Austria,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0767
2015-S1,Poland,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0501
2015-S2,Poland,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0498
2016-S1,Poland,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0392
2016-S2,Poland,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0441
2017-S1,Poland,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0417
2017-S2,Poland,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0442
2018-S1,Poland,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0423
2018-S2,Poland,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.045
2019-S1,Poland,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0473
2019-S2,Poland,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0465
2020-S1,Poland,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0425
2020-S2,Poland,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0419
2021-S1,Poland,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0376
2021-S2,Poland,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0473
2022-S1,Poland,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0549
2015-S1,Portugal,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0976
2015-S2,Portugal,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0982
2016-S1,Portugal,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0913
2016-S2,Portugal,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0815
2017-S1,Portugal,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0773
2017-S2,Portugal,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0799
2018-S1,Portugal,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0759
2018-S2,Portugal,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0784
2019-S1,Portugal,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.076
2019-S2,Portugal,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0776
2020-S1,Portugal,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0785
2020-S2,Portugal,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0783
2021-S1,Portugal,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0762
2021-S2,Portugal,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0773
2022-S1,Portugal,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0837
2015-S1,Romania,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0311
2015-S2,Romania,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.034
2016-S1,Romania,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0332
2016-S2,Romania,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0323
2017-S1,Romania,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0303
2017-S2,Romania,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0308
2018-S1,Romania,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0321
2018-S2,Romania,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0354
2019-S1,Romania,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0347
2019-S2,Romania,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0332
2020-S1,Romania,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0324
2020-S2,Romania,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.032
2021-S1,Romania,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0317
2021-S2,Romania,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0475
2022-S1,Romania,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0611
2015-S1,Slovenia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0629
2015-S2,Slovenia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0609
2016-S1,Slovenia,Euro,All taxes and levies included,Kilowatt-hour,Band D3 : Consumption > 200 GJ,0.0599
